3in1_file_path,3in1_sorting_clause,3in1_time,3in1_k,3in1_solver,3in1_neg_state,3in1_num_s,3in1_num_t,3in1_num_gen,3in1_status,3in1_frame_sizes,3in1_elapsed_time
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_12_e1_4640_e7_128.lus,base,0.017,0,2,0,0,0,Not Found,invalid,Not Found,0.388
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_12_e2_1618.lus,base,0.694,5,664,10,3,0,Not Found,valid,9 6 5 3,1.068
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e1_6030.lus,base,0.903,5,855,15,3,1,Not Found,valid,8 6 5 3,1.268
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e2_138.lus,base,2.554,6,1933,15,3,2,Not Found,valid,21 17 14 13 7,2.935
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e3_2012.lus,base,1.277,6,1213,17,3,3,Not Found,valid,15 13 12 9 5,1.654
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e7_4732.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.391
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13.lus,base,0.186,1,104,7,0,0,Not Found,timeout,7,290.22
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13_e3_1418_e3_2761.lus,base,2.231,5,1864,25,9,0,Not Found,valid,27 23 16 7,2.602
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13_e7_2336.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.385
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e1_541.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.385
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e2_1255.lus,base,0.017,0,2,0,0,0,Not Found,invalid,Not Found,0.387
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e3_3117.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.393
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e7_685.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.391
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14.lus,base,268.879,14,43147,116,12,25,Not Found,timeout,70 65 59 55 52 50 48 46 42 36 29 20 10 4,290.131
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e1_5710.lus,base,194.05,13,35356,105,13,24,Not Found,timeout,66 59 53 51 48 46 42 38 32 27 22 16 11,290.152
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e2_3606.lus,base,218.399,14,33350,82,13,11,Not Found,timeout,63 58 53 49 47 45 43 40 36 29 19 15 10 6,290.132
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e3_1259_e1_5798.lus,base,43.137,10,15696,61,13,7,Not Found,timeout,47 40 35 34 30 27 23 17 12 8,290.184
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e3_5120.lus,base,30.576,9,12133,64,12,6,Not Found,timeout,38 33 26 24 21 19 17 14 11,290.186
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e7_3162.lus,base,0.524,2,347,12,2,0,Not Found,invalid,14 7,0.9
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e1_3998.lus,base,0.58,2,407,13,1,0,Not Found,invalid,15 6,0.961
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e2_753.lus,base,0.489,2,315,13,1,0,Not Found,invalid,14 9,0.86
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e3_4298.lus,base,0.366,2,219,10,1,0,Not Found,invalid,9 4,0.727
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e7_3528.lus,base,0.8,2,527,19,0,0,Not Found,invalid,21 14,1.172
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2.lus,base,0.045,2,22,1,0,0,Not Found,valid,1,0.416
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e1_2316.lus,base,0.044,2,20,1,0,0,Not Found,valid,1,0.412
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e2_3183_e1_2644.lus,base,0.044,2,22,1,0,0,Not Found,valid,1,0.411
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e2_3183_e2_3580.lus,base,0.046,2,22,1,0,0,Not Found,valid,1,0.413
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e2_3183_e3_5972.lus,base,0.049,2,22,1,0,0,Not Found,valid,1,0.413
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e2_4481.lus,base,0.048,2,20,1,0,0,Not Found,valid,1,0.415
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e7_25.lus,base,0.017,0,2,0,0,0,Not Found,invalid,Not Found,0.398
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e7_25_e1_154.lus,base,0.018,0,2,0,0,0,Not Found,invalid,Not Found,0.398
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e7_25_e2_5340.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.397
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e7_25_e3_829.lus,base,0.017,0,2,0,0,0,Not Found,invalid,Not Found,0.401
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e7_25_e7_4469.lus,base,0.018,0,2,0,0,0,Not Found,invalid,Not Found,0.389
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_2_e7_25_e8_3171.lus,base,0.045,2,22,1,0,0,Not Found,valid,1,0.423
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3.lus,base,0.053,2,27,1,0,0,Not Found,valid,1,0.413
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e1_4783.lus,base,0.068,2,27,1,0,0,Not Found,valid,1,0.446
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e1_3755.lus,base,0.052,2,27,1,0,0,Not Found,valid,1,0.424
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e2_158.lus,base,0.051,2,27,1,0,0,Not Found,valid,1,0.413
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e3_511.lus,base,0.053,2,27,1,0,0,Not Found,valid,1,0.412
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e7_4070.lus,base,0.018,0,2,0,0,0,Not Found,invalid,Not Found,0.387
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e2_5343_e1_988.lus,base,0.054,2,27,1,0,0,Not Found,valid,1,0.412
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e3_3846.lus,base,0.052,2,27,1,0,0,Not Found,valid,1,0.413
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e3_5422_e1_2288.lus,base,0.055,2,27,1,0,0,Not Found,valid,1,0.423
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e3_5422_e2_3135.lus,base,0.052,2,27,1,0,0,Not Found,valid,1,0.414
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_3_e7_4884.lus,base,0.016,0,2,0,0,0,Not Found,invalid,Not Found,0.388
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory1/DRAGON_4.lus,base,1.523,5,1639,21,7,1,Not Found,valid,28 23 17 7,1.895
